"GOV","Level of government","TAX","Tax revenue","VAR","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1988","1988","EUR","Euro","9","Billions",,,0.104747,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1989","1989","EUR","Euro","9","Billions",,,0.13677,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1990","1990","EUR","Euro","9","Billions",,,0.156982,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1991","1991","EUR","Euro","9","Billions",,,0.163078,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1992","1992","EUR","Euro","9","Billions",,,0.156048,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1993","1993","EUR","Euro","9","Billions",,,0.168198,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1994","1994","EUR","Euro","9","Billions",,,0.267937,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1995","1995","EUR","Euro","9","Billions",,,0.309399,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1996","1996","EUR","Euro","9","Billions",,,0.363539,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1997","1997","EUR","Euro","9","Billions",,,0.386538,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1998","1998","EUR","Euro","9","Billions",,,0.410503,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","1999","1999","EUR","Euro","9","Billions",,,0.430592,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2000","2000","EUR","Euro","9","Billions",,,0.439673,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2001","2001","EUR","Euro","9","Billions",,,0.478663,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2002","2002","EUR","Euro","9","Billions",,,0.5005,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2003","2003","EUR","Euro","9","Billions",,,0.527,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2004","2004","EUR","Euro","9","Billions",,,0.7,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2005","2005","EUR","Euro","9","Billions",,,0.594,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2006","2006","EUR","Euro","9","Billions",,,0.631,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2007","2007","EUR","Euro","9","Billions",,,0.671,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2008","2008","EUR","Euro","9","Billions",,,0.705,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2009","2009","EUR","Euro","9","Billions",,,0.719,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2010","2010","EUR","Euro","9","Billions",,,0.765,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2011","2011","EUR","Euro","9","Billions",,,0.833,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2012","2012","EUR","Euro","9","Billions",,,0.831,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2013","2013","EUR","Euro","9","Billions",,,0.934,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2014","2014","EUR","Euro","9","Billions",,,1.05,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2015","2015","EUR","Euro","9","Billions",,,1.057,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FIN","Finland","2016","2016","EUR","Euro","9","Billions",,,1.243,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1965","1965","EUR","Euro","9","Billions",,,0.225625,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1966","1966","EUR","Euro","9","Billions",,,0.242394,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1967","1967","EUR","Euro","9","Billions",,,0.256114,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1968","1968","EUR","Euro","9","Billions",,,0.275933,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1969","1969","EUR","Euro","9","Billions",,,0.324716,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1970","1970","EUR","Euro","9","Billions",,,0.419692,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1971","1971","EUR","Euro","9","Billions",,,0.446218,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1972","1972","EUR","Euro","9","Billions",,,0.504301,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1973","1973","EUR","Euro","9","Billions",,,0.616656,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1974","1974","EUR","Euro","9","Billions",,,0.655378,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1975","1975","EUR","Euro","9","Billions",,,0.734499,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1976","1976","EUR","Euro","9","Billions",,,0.922621,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1977","1977","EUR","Euro","9","Billions",,,0.990309,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1978","1978","EUR","Euro","9","Billions",,,1.161966,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1979","1979","EUR","Euro","9","Billions",,,1.295969,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1980","1980","EUR","Euro","9","Billions",,,1.597666,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1981","1981","EUR","Euro","9","Billions",,,1.75667,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1982","1982","EUR","Euro","9","Billions",,,2.245422,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1983","1983","EUR","Euro","9","Billions",,,2.556722,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1984","1984","EUR","Euro","9","Billions",,,2.654747,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1985","1985","EUR","Euro","9","Billions",,,3.083739,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1986","1986","EUR","Euro","9","Billions",,,3.250518,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1987","1987","EUR","Euro","9","Billions",,,3.173226,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1988","1988","EUR","Euro","9","Billions",,,3.197313,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1989","1989","EUR","Euro","9","Billions",,,3.762442,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1990","1990","EUR","Euro","9","Billions",,,4.034106,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1991","1991","EUR","Euro","9","Billions",,,4.257291,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1992","1992","EUR","Euro","9","Billions",,,4.517459,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1993","1993","EUR","Euro","9","Billions",,,4.336941,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1994","1994","EUR","Euro","9","Billions",,,4.571843,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1995","1995","EUR","Euro","9","Billions",,,5.050996,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1996","1996","EUR","Euro","9","Billions",,,5.345748,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1997","1997","EUR","Euro","9","Billions",,,4.926924,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1998","1998","EUR","Euro","9","Billions",,,5.30192,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","1999","1999","EUR","Euro","9","Billions",,,5.634833,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2000","2000","EUR","Euro","9","Billions",,,4.57317,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2001","2001","EUR","Euro","9","Billions",,,4.484298,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2002","2002","EUR","Euro","9","Billions",,,4.549194,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2003","2003","EUR","Euro","9","Billions",,,4.420003,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2004","2004","EUR","Euro","9","Billions",,,4.65748,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2005","2005","EUR","Euro","9","Billions",,,4.792667,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2006","2006","EUR","Euro","9","Billions",,,5.657248,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2007","2007","EUR","Euro","9","Billions",,,5.810761,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2008","2008","EUR","Euro","9","Billions",,,6.355551,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2009","2009","EUR","Euro","9","Billions",,,6.216088,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2010","2010","EUR","Euro","9","Billions",,,6.285289,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2011","2011","EUR","Euro","9","Billions",,,6.701346,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2012","2012","EUR","Euro","9","Billions",,,7.1672,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2013","2013","EUR","Euro","9","Billions",,,6.599663,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2014","2014","EUR","Euro","9","Billions",,,6.803573,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2015","2015","EUR","Euro","9","Billions",,,6.909142,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","FRA","France","2016","2016","EUR","Euro","9","Billions",,,7.156474,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1965","1965","EUR","Euro","9","Billions",,,1.382533,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1966","1966","EUR","Euro","9","Billions",,,1.502687,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1967","1967","EUR","Euro","9","Billions",,,1.612615,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1968","1968","EUR","Euro","9","Billions",,,1.707715,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1969","1969","EUR","Euro","9","Billions",,,1.845252,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1970","1970","EUR","Euro","9","Billions",,,2.011934,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1971","1971","EUR","Euro","9","Billions",,,2.181682,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1972","1972","EUR","Euro","9","Billions",,,2.47772,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1973","1973","EUR","Euro","9","Billions",,,2.61219,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1974","1974","EUR","Euro","9","Billions",,,2.701666,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1975","1975","EUR","Euro","9","Billions",,,2.779383,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1976","1976","EUR","Euro","9","Billions",,,2.952711,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1977","1977","EUR","Euro","9","Billions",,,3.116835,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1978","1978","EUR","Euro","9","Billions",,,3.299367,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1979","1979","EUR","Euro","9","Billions",,,3.964557,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1980","1980","EUR","Euro","9","Billions",,,3.457356,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1981","1981","EUR","Euro","9","Billions",,,3.465025,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1982","1982","EUR","Euro","9","Billions",,,3.526891,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1983","1983","EUR","Euro","9","Billions",,,3.687948,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1984","1984","EUR","Euro","9","Billions",,,3.848494,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1985","1985","EUR","Euro","9","Billions",,,3.883773,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1986","1986","EUR","Euro","9","Billions",,,4.909425,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1987","1987","EUR","Euro","9","Billions",,,4.405802,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1988","1988","EUR","Euro","9","Billions",,,4.296897,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1989","1989","EUR","Euro","9","Billions",,,4.817903,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1990","1990","EUR","Euro","9","Billions",,,4.368478,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1991","1991","EUR","Euro","9","Billions",,,5.752034,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1992","1992","EUR","Euro","9","Billions",,,6.960216,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1993","1993","EUR","Euro","9","Billions",,,7.346753,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1994","1994","EUR","Euro","9","Billions",,,7.401973,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1995","1995","EUR","Euro","9","Billions",,,7.23478,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1996","1996","EUR","Euro","9","Billions",,,7.210749,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1997","1997","EUR","Euro","9","Billions",,,7.569165,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1998","1998","EUR","Euro","9","Billions",,,7.964905,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","1999","1999","EUR","Euro","9","Billions",,,7.254721,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2000","2000","EUR","Euro","9","Billions",,,7.242,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2001","2001","EUR","Euro","9","Billions",,,8.611,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2002","2002","EUR","Euro","9","Billions",,,7.83,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2003","2003","EUR","Euro","9","Billions",,,7.58,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2004","2004","EUR","Euro","9","Billions",,,7.991,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2005","2005","EUR","Euro","9","Billions",,,8.932,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2006","2006","EUR","Euro","9","Billions",,,9.198,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2007","2007","EUR","Euro","9","Billions",,,9.161,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2008","2008","EUR","Euro","9","Billions",,,9.109,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2009","2009","EUR","Euro","9","Billions",,,9.551,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2010","2010","EUR","Euro","9","Billions",,,9.155,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2011","2011","EUR","Euro","9","Billions",,,10.134,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2012","2012","EUR","Euro","9","Billions",,,11.003,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2013","2013","EUR","Euro","9","Billions",,,18.088,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2014","2014","EUR","Euro","9","Billions",,,18.977,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2015","2015","EUR","Euro","9","Billions",,,19.149,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","DEU","Germany","2016","2016","EUR","Euro","9","Billions",,,18.646,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1965","1965","EUR","Euro","9","Billions",,,0.005558,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1966","1966","EUR","Euro","9","Billions",,,0.006597,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1967","1967","EUR","Euro","9","Billions",,,0.007131,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1968","1968","EUR","Euro","9","Billions",,,0.007134,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1969","1969","EUR","Euro","9","Billions",,,0.008481,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1970","1970","EUR","Euro","9","Billions",,,0.008863,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1971","1971","EUR","Euro","9","Billions",,,0.010374,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1972","1972","EUR","Euro","9","Billions",,,0.011572,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1973","1973","EUR","Euro","9","Billions",,,0.014013,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1974","1974","EUR","Euro","9","Billions",,,0.016015,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1975","1975","EUR","Euro","9","Billions",,,0.023146,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1976","1976","EUR","Euro","9","Billions",,,0.029464,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1977","1977","EUR","Euro","9","Billions",,,0.04022,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1978","1978","EUR","Euro","9","Billions",,,0.04233,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1979","1979","EUR","Euro","9","Billions",,,0.046198,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1980","1980","EUR","Euro","9","Billions",,,0.044158,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1981","1981","EUR","Euro","9","Billions",,,0.049024,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1982","1982","EUR","Euro","9","Billions",,,0.068156,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1983","1983","EUR","Euro","9","Billions",,,0.098861,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1984","1984","EUR","Euro","9","Billions",,,0.110324,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1985","1985","EUR","Euro","9","Billions",,,0.129291,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1986","1986","EUR","Euro","9","Billions",,,0.129872,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1987","1987","EUR","Euro","9","Billions",,,0.130406,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1988","1988","EUR","Euro","9","Billions",,,0.141526,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1989","1989","EUR","Euro","9","Billions",,,0.159348,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1990","1990","EUR","Euro","9","Billions",,,0.228464,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1991","1991","EUR","Euro","9","Billions",,,0.243081,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1992","1992","EUR","Euro","9","Billions",,,0.277285,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1993","1993","EUR","Euro","9","Billions",,,0.337183,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1994","1994","EUR","Euro","9","Billions",,,0.369033,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1995","1995","EUR","Euro","9","Billions",,,0.496648,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1996","1996","EUR","Euro","9","Billions",,,0.628731,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1997","1997","EUR","Euro","9","Billions",,,0.682481,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1998","1998","EUR","Euro","9","Billions",,,1.222,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","1999","1999","EUR","Euro","9","Billions",,,1.335181,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","GRC","Greece","2000","2000","EUR","Euro","9","Billions",,,1.252371,,
